Engineering strain,Tensile stress (GPa),sample
0.0539999999999999,7.766122032073203,W2_joint_300K
0.0547500000000001,7.872474861291042,W2_joint_300K
0.0555,7.963931568858504,W2_joint_300K
0.0562499999999999,8.091012154910564,W2_joint_300K
0.0570000000000001,8.193403703151859,W2_joint_300K
0.05775,8.308521798473524,W2_joint_300K
0.0584999999999998,8.415344649292232,W2_joint_300K
0.0592500000000001,8.519775138390502,W2_joint_300K
0.0599999999999999,8.605600185466988,W2_joint_300K
0.0607500000000002,8.698232461441087,W2_joint_300K
0.0615,8.793386431427377,W2_joint_300K
0.0622499999999999,8.885277888969807,W2_joint_300K
0.0630000000000001,8.98786403116944,W2_joint_300K
0.06375,9.077843328764038,W2_joint_300K
0.0644999999999999,9.170138284581318,W2_joint_300K
0.0652500000000001,9.256348108697154,W2_joint_300K
0.066,9.365940052360747,W2_joint_300K
0.06675,9.457794765766131,W2_joint_300K
0.0675000000000001,9.564853819505455,W2_joint_300K
0.0682499999999999,9.658109185182045,W2_joint_300K
0.0690000000000001,9.750391859088003,W2_joint_300K
0.06975,9.834859073580748,W2_joint_300K
0.0704999999999999,9.915617825494964,W2_joint_300K
0.0712500000000001,9.986329607211752,W2_joint_300K
0.072,10.074780586648256,W2_joint_300K
0.0727499999999999,10.15506379709754,W2_joint_300K
0.0735000000000001,10.24217274168996,W2_joint_300K
0.07425,10.337743603778382,W2_joint_300K
0.075,10.425919579912899,W2_joint_300K
0.0757500000000001,10.49986890023642,W2_joint_300K
0.0764999999999999,10.575978797418099,W2_joint_300K
0.0772500000000001,10.64217295490072,W2_joint_300K
0.078,10.71758891238422,W2_joint_300K
0.0787499999999999,10.78914497890142,W2_joint_300K
0.0795000000000001,10.870354808714321,W2_joint_300K
0.08025,10.945537911918521,W2_joint_300K
0.0809999999999999,11.023617616140019,W2_joint_300K
0.0817500000000001,11.10221634584256,W2_joint_300K
0.0824999999999999,11.163228222377741,W2_joint_300K
0.08325,11.21848465222476,W2_joint_300K
0.084,11.294184384261701,W2_joint_300K
0.0847499999999999,11.36316830933562,W2_joint_300K
0.0855000000000001,11.40829811955754,W2_joint_300K
0.08625,11.48626354242442,W2_joint_300K
0.0869999999999999,11.53898604351442,W2_joint_300K
0.0877500000000001,11.593552474077422,W2_joint_300K
0.0885,11.63701953191004,W2_joint_300K
0.0892499999999999,11.70610816802238,W2_joint_300K
0.0900000000000001,11.745874605782841,W2_joint_300K
0.09075,11.833734674192721,W2_joint_300K
0.0915,11.8917791497761,W2_joint_300K
0.09225,11.9605233868959,W2_joint_300K
0.0929999999999999,12.0165437871549,W2_joint_300K
0.0937500000000001,12.09038556116742,W2_joint_300K
0.0945,12.13051418323282,W2_joint_300K
0.0952499999999999,12.194878246589159,W2_joint_300K
0.0960000000000001,12.252766890782421,W2_joint_300K
0.09675,12.29080302521244,W2_joint_300K
0.0974999999999999,12.334527623807,W2_joint_300K
0.0982500000000001,12.40394096687954,W2_joint_300K
0.0989999999999999,12.43790772189022,W2_joint_300K
0.09975,12.48133986158058,W2_joint_300K
0.1005,12.536280543693719,W2_joint_300K
0.10125,12.57802934959234,W2_joint_300K
0.102,12.60695862486514,W2_joint_300K
0.10275,12.6521604321895,W2_joint_300K
0.1035,12.68249067516852,W2_joint_300K
0.10425,12.70657397723564,W2_joint_300K
0.105,12.74543719220822,W2_joint_300K
0.10575,12.7697763616442,W2_joint_300K
0.1065,12.808244080212438,W2_joint_300K
0.10725,12.85500737171434,W2_joint_300K
0.108,12.8990317138698,W2_joint_300K
0.10875,12.92591728644338,W2_joint_300K
0.1095,12.95085097357482,W2_joint_300K
0.11025,12.963193776007838,W2_joint_300K
0.111,12.9793054835791,W2_joint_300K
0.11175,13.0147161520683,W2_joint_300K
0.1125,13.04530939382058,W2_joint_300K
0.11325,13.071211807873519,W2_joint_300K
0.114,13.105470093879319,W2_joint_300K
0.11475,13.12040895541394,W2_joint_300K
0.1155,13.133139473575701,W2_joint_300K
0.11625,13.1505051342024,W2_joint_300K
0.117,13.157894992106739,W2_joint_300K
0.11775,13.167706510028442,W2_joint_300K
0.1185,13.18560103973996,W2_joint_300K
0.11925,13.200769504619961,W2_joint_300K
0.12,13.202649607696799,W2_joint_300K
0.12075,13.238206048914261,W2_joint_300K
0.1215,13.243271961350581,W2_joint_300K
0.12225,13.25110114487288,W2_joint_300K
0.123,13.245427347485,W2_joint_300K
0.12375,13.24159082681552,W2_joint_300K
0.1245,13.23203838606448,W2_joint_300K
0.12525,13.249361906903761,W2_joint_300K
0.126,13.26524123052368,W2_joint_300K
0.12675,13.281091784481982,W2_joint_300K
0.1275,13.30109101281268,W2_joint_300K
0.12825,13.312031791922001,W2_joint_300K
0.129,13.297932535130979,W2_joint_300K
0.12975,13.29828595336852,W2_joint_300K
0.1305,13.305628371468282,W2_joint_300K
0.13125,13.315799344615021,W2_joint_300K
0.132,13.31821466519778,W2_joint_300K
0.13275,13.34752954944014,W2_joint_300K
0.1335,13.35705965976172,W2_joint_300K
0.13425,13.351683546125802,W2_joint_300K
0.135,13.356184570748459,W2_joint_300K
0.13575,13.367714948089702,W2_joint_300K
0.1365,13.370868898531878,W2_joint_300K
0.13725,13.378276717883441,W2_joint_300K
